"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"470","EDCS-73600400","Arabia","Madaba / Medaba",NA,NA,"miliaria",NA,NA,"?","",NA,31.7165941,35.7943856,"lapis"
"471","EDCS-73600401","Arabia","Madaba / Medaba",NA,NA,"miliaria",NA,NA,"?","",NA,31.7165941,35.7943856,"lapis"
"472","EDCS-67900801","Arabia","Mafraq",305,306,"miliaria",NA,NA,"Felici C(aio) Aur(elio) Val(erio) / Diocletiano p/at[ri I]mmpp(eratorum) et / M(arco) Aur(elio) Val(erio) Maxim/iano patri Imm/pp(eratorum) et Fl(avio) Aur(elio) Val(erio) / Consta[nti]o P(io) F(elici) / Invicto A[ug(usto)] e[t] / G(alerio) Aur(elio) Val(erio) Maximi/ano P(io) F(elici) [Invic]to A/ug{g}(usto) et Fl(avio) Val(erio) Sev/ero nob(ilissimo) Caes(ari) et / G(alerio) Val(erio) [Maximi]no / nob(ilissimo) Caes(ari)","Felici Caio Aurelio Valerio Diocletiano patri Immpperatorum et Marco Aurelio Valerio Maximiano patri Immpperatorum et Flavio Aurelio Valerio Constantio Pio Felici Invicto Augusto et Galerio Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Severo nobilissimo Caesari et Galerio Valerio Maximino nobilissimo Caesari",NA,32.5363788,38.1315265,"lapis"
"473","EDCS-67900802","Arabia","Mafraq",305,306,"miliaria",NA,NA,"] et Flav(io) / [Val(erio) Cons]tanti[o] / [Pio Felici In]vict[o] / [Aug(usto) et Gal(erio) Val(erio)] Maxi/[miano Pio Felici In]victo / [Aug(usto) et Flav(io)] Val(erio) Sev[e]/[ro nob(ilissimo) C]aes(ari) et / [Gal(erio) Val(erio) Maxim]ino nob(ilissimo) / [C]aes(ari)","et Flavio Valerio Constantio Pio Felici Invicto Augusto et Galerio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Severo nobilissimo Caesari et Galerio Valerio Maximino nobilissimo Caesari",NA,32.5363788,38.1315265,"lapis"
"474","EDCS-31400552","Arabia","Mote",193,193,"miliaria",NA,NA,"[Imp(erator) Caesar] / [P(ublius) Helvius Pertinax Au]g(ustus) / pr[incep]s [sen]a[tus] co(n)s(ul) II / pont(ifex) [max(imus)] trib(unicia) pot(estate) / [et Caesar] Helvius / [Pertinax filiu]s princeps / iu[v]ent[ut]is per / P(ublium) Aelium [Se]veria/num M[axim]um / leg(atum) [A]ug(usti) pr(o) pr(aetore) / a Rab(ba) m(ilia) p(assuum) XIII // ]T[","Imperator Caesar Publius Helvius Pertinax Augustus princeps senatus consul II pontifex maximus tribunicia potestate et Caesar Helvius Pertinax filius princeps iuventutis per Publium Aelium Severianum Maximum legatum Augusti pro praetore a Rabba milia passuum XIII T",NA,31.089371,35.69437,"lapis"
"475","EDCS-31400553","Arabia","Mote",305,306,"miliaria",NA,NA,"Au]gg(ustis) / [3] Caesare / [3] Co(n)stant[i]o / [3 C]aesare / [3 Ma]{i}ximi{mi}[ano","Auggustis Caesare Constantio Caesare Maximiano",NA,31.089371,35.69437,"lapis"
"476","EDCS-73600308","Arabia","Odruh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"477","EDCS-73600309","Arabia","Odruh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"478","EDCS-73600310","Arabia","Odruh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"479","EDCS-73600311","Arabia","Odruh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"480","EDCS-20900080","Arabia","Om Elmiathin / Umm al Mayadin / Oum el Mayadeine / Adraha",219,219,"miliaria",NA,NA,"[Imp(eratori) Caes(ari) Ma]rco Aurel[i]o / [[Antonino]] Pio / Fel(ici) Aug(usto) trib(unicia) p[ot(estate) II] / imp(eratori) II co(n)s(uli) II / proco(n)s(uli) / per Fl(avium) Iulian[u]m / leg(atum) eius / VI","Imperatori Caesari Marco Aurelio Antonino Pio Felici Augusto tribunicia potestate II imperatori II consuli II proconsuli per Flavium Iulianum legatum eius VI",NA,32.5833873,36.1921909,"lapis"
"481","EDCS-60000014","Arabia","Om Elmiathin / Umm al Mayadin / Oum el Mayadeine / Adraha",NA,NA,"miliaria",NA,NA,"[Imp(eratori) Caes(ari) Ma]rco Aurel[i]o / [[[Antonino]]] Pio / Fel(ici) Aug(usto) trib(unicia) p[ot(estate) II] / imp(eratori) II co(n)s(uli) II / proco(n)s(uli) / per Fl(avium) Iulian[u]m / leg(atum) eius / VI","Imperatori Caesari Marco Aurelio Antonino Pio Felici Augusto tribunicia potestate II imperatori II consuli II proconsuli per Flavium Iulianum legatum eius VI",NA,32.5833873,36.1921909,"lapis"
"482","EDCS-09701220","Arabia","Ouadi Mahnaoui",NA,NA,"miliaria",NA,NA,"]OA[3] / [3]PIO[","OA PIO",NA,NA,NA,"lapis"
"483","EDCS-09701207","Arabia","Ouadi Ouarran",NA,NA,"miliaria",NA,NA,"[Imp(erator) Caesar M(arcus) Au]relius / [Severus Anton]inus Pius / [Felix Aug(ustus) Parthic]us m[a]/[ximus Britannicus] maximus / [pontifex maxi]mus trib(unicia) / [potest(ate) XVII im]p(erator) II[I] / [co(n)s(ul) IIII proc]o(n)[s(ul)] / [per Furnium Iulian]um [","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Felix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVII imperator III consul IIII proconsul per Furnium Iulianum",NA,NA,NA,"lapis"
"484","EDCS-09701211","Arabia","Ouadi Ouarran",NA,NA,"miliaria",NA,NA,"Imp(erator) Ca(e)s(ar) / [P(ublius)] Helvius Perti[nax Aug(ustus)] / [pr]inceps senat[us pontif]/[ex] maximus consu[l II] / [Ca]esar Helv[i]u[s Pertinax] / princeps i[uventutis] / p[e]r Aelium S[everianum] / [Max]imu[m] leg(atum) Aug(usti) pro prae[tore] / XLIIII","Imperator Caesar Publius Helvius Pertinax Augustus princeps senatus pontifex maximus consul II Caesar Helvius Pertinax princeps iuventutis per Aelium Severianum Maximum legatum Augusti pro praetore XLIIII",NA,NA,NA,"lapis"
"485","EDCS-09701212","Arabia","Ouadi Ouarran",NA,NA,"miliaria",NA,NA,"Imp(erator) Caesar M(arcus) [Au]relius / Severus [An]toninus Pius / Felix Aug(ustus) Parthicus ma/ximus [Bri]tan(n)icus ma[xi]/mus pontifex maxim(us) / trib(unicia) potest(ate) XVII imp(erator) III / co(n)s(ul) IIII proco(n)s(ul) / per Furnium Iulianum / leg(atum) pr(o) pr(aetore) co(n)s(ulem) d(e)s(ignatum) / XLIIII","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Felix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVII imperator III consul IIII proconsul per Furnium Iulianum legatum pro praetore consulem designatum XLIIII",NA,NA,NA,"lapis"
"486","EDCS-17100168","Arabia","Petra",NA,NA,"miliaria",NA,NA,"[Imp(eratori) C]aes(ari) Lucio Dom[itio] / [Aur]eliano Pio F[elici] / [Aug(usto)] Invic(to) pontif(ici) [maxim(o)] // [Im]p(eratori) Caes(ari) [C(aio) Aur(elio)] / Valerio Diocle[tiano] / Pio Felici Invi[cto] / Aug(usto) et Marco / Aur(elio) Maximia[no] / P(io) F(elici) XX Invicto / ter(?) co(n)s(uli) II {p} p[roco(n)s(uli)] / p(atri) p(atriae) trib(unicia) pot(estate) [III per] / Flavium Iu[lianum] / leg(atum) Aug(usti) pr(o) [pr(aetore)] / a Me[deb]a / XX // DD(ominis) n(ostris) / Constantino Aug(usto) / et Constantino / et Constantio / et Constant / nobb(ilissimis) Caess(aribus)","Imperatori Caesari Lucio Domitio Aureliano Pio Felici Augusto Invicto pontifici maximo Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Marco Aurelio Maximiano Pio Felici XX Invicto ter consuli II proconsuli patri patriae tribunicia potestate III per Flavium Iulianum legatum Augusti pro praetore a Medeba XX DDominis nostris Constantino Augusto et Constantino et Constantio et Constant nobbilissimis Caessaribus",NA,30.3273975,35.4464006,"lapis"
"487","EDCS-17100046","Arabia","Petra",NA,NA,"miliaria","tituli sacri",NA,"[Imp(erator)] Caesar / M(arcus) Aur(elius) Severus / [[Alexander]] Pius / [Felix Aug(ustus) divi] / [[Antonini Magni f(ilius)]] / [[3]] fortissim(us) / [c]o(n)s(ul) p(ater) p(atriae) pon/[ti]fex [max(imus)] / sub Caecil(io) / [Fe]lice leg(ato) Aug(usti) / pr(o) pr(aetore) / a Petra / m(ilia) p(assuum) XXXII","Imperator Caesar Marcus Aurelius Severus Alexander Pius Felix Augustus divi Antonini Magni filius fortissimus consul pater patriae pontifex maximus sub Caecilio Felice legato Augusti pro praetore a Petra milia passuum XXXII",NA,30.3273975,35.4464006,"lapis"
"488","EDCS-77400187","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,NA,"GR",30.3273975,35.4464006,"lapis"
"489","EDCS-17100047","Arabia","Petra",NA,NA,"miliaria",NA,NA,"Imp(erator) Caes(ar) / M(arcus) Aur(elius) [Severus] / Alexander Pius / Fel(ix) Au[g(ustus) 3] / [[6]] / [[6]] / [[6]] / [[6]] / [3] trib(unicia?) po[t(estate?) 3] / sub Caecilio [Fe]/[lice] leg(ato) Aug(usti) pr(o) [pr(aetore)]","Imperator Caesar Marcus Aurelius Severus Alexander Pius Felix Augustus tribunicia potestate sub Caecilio Felice legato Augusti pro praetore",NA,30.3273975,35.4464006,"lapis"
"490","EDCS-77400188","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,NA,"GR",30.3273975,35.4464006,"lapis"
"491","EDCS-17100048","Arabia","Petra",NA,NA,"miliaria","tituli operum","tituli sacri","Imp(erator) Caesar / divi Nervae fil(ius) Nerva / Traianus Aug(ustus) Germ(anicus) / Dacicus pont(ifex) maxim(us) / trib(unicia) pot(estate) XV imp(erator) VI co(n)s(ul) V / p(ater) p(atriae) redacta in formam / provincia Arabia [viam] / novam a finibus [Syriae] / usque ad mare ru[brum] / aperuit et stravit per / C(aium) Claudium Severum / leg(atum) Aug(usti) pr(o) pr(aetore) / LIX","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provincia Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore LIX",NA,30.3273975,35.4464006,"lapis"
"492","EDCS-31400523","Arabia","Petra",NA,NA,"miliaria",NA,NA,"]HM[3] / [3] Iulianum [3] / [3 A]ntoniniana [","HM Iulianum Antoniniana",NA,30.3273975,35.4464006,"lapis"
"493","EDCS-31400524","Arabia","Petra",NA,NA,"miliaria",NA,NA,"proco]ns(ul) per[3] / [3]allium Sec[undum","proconsul per allium Secundum",NA,30.3273975,35.4464006,"lapis"
"494","EDCS-31400525","Arabia","Petra",NA,NA,"miliaria",NA,NA,"] nepos / [3]erur/[3]X[","nepos erur X",NA,30.3273975,35.4464006,"lapis"
"495","EDCS-31400526","Arabia","Petra",230,230,"miliaria",NA,NA,"[I]mp(erator) Caesar / [M(arcus)] Au[r(elius) Se]v[e]rus / [Alexander P]ius / [Felix Aug(ustus) 3]lius E[3] / [6] / [3 f]ortissim[i] / [fil(ius)] co(n)s(ul) p(ater) p(atriae) pont(ifex) [max(imus)] / tr(ibunicia) p{p}o[t(estate)] / sub Caecil(io) / [Felice 3]o leg(ato) Aug(usti) / pr(o) pr(aetore) / a Petra / m(ilia) p(assuum) XXXII // ]s[3]ius[3]l[3]es[3]s[3]o[","Imperator Caesar Marcus Aurelius Severus Alexander Pius Felix Augustus lius E fortissimi filius consul pater patriae pontifex maximus tribunicia potestate sub Caecilio Felice o legato Augusti pro praetore a Petra milia passuum XXXII s ius l es s o",NA,30.3273975,35.4464006,"lapis"
"496","EDCS-31400527","Arabia","Petra",213,213,"miliaria",NA,NA,"[Imp(erator) Caes(ar)] / M(arcus) A[urelius Severus] / A[ntoninus Pius Aug(ustus)] / [Felix Parthicus] / [maximus Britann]icus / [maximus pontifex] / maximus / trib(unicia) potest(ate) / XVI imp(erator) II / co(n)s(ul) IIII p(ater) p(atriae) fec(it) / [per Furnium Iulianum] / [leg(atum) eius co(n)s(ulem) desig(natum)] / [pr(o) pr(aetore)","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Augustus Felix Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVI imperator II consul IIII pater patriae fecit per Furnium Iulianum legatum eius consulem designatum pro praetore",NA,30.3273975,35.4464006,"lapis"
"497","EDCS-31400528","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,NA,"GR",30.3273975,35.4464006,"lapis"
"498","EDCS-31400529","Arabia","Petra",NA,NA,"miliaria",NA,NA,"] / max[imus] / er[manicus] / max[imus] / P(ius) F(elix) Aug(ustus) / p(ater) patriae p[ro]/cons(ul) cons(ul) / [","maximus ermanicus maximus Pius Felix Augustus pater patriae proconsul consul",NA,30.3273975,35.4464006,"lapis"
"499","EDCS-31400530","Arabia","Petra",200,200,"miliaria",NA,NA,"Imp(erator) Ca[es(ar)] / L(ucius) Sept[imius] / Sever[us Pius","Imperator Caesar Lucius Septimius Severus Pius",NA,30.3273975,35.4464006,"lapis"
"500","EDCS-31400531","Arabia","Petra",230,230,"miliaria",NA,NA,"sub] / Caecili[o Felice leg(ato) Aug(usti)] / pr(o) pr(aetore) a Petra / [XXXXI]X","sub Caecilio Felice legato Augusti pro praetore a Petra XXXXIX",NA,30.3273975,35.4464006,"lapis"
"501","EDCS-31400532","Arabia","Petra",NA,NA,"miliaria",NA,NA,"a] Petra / XXXX","a Petra XXXX",NA,30.3273975,35.4464006,"lapis"
"502","EDCS-31400543","Arabia","Petra",NA,NA,"miliaria",NA,NA,"] / P(ius) F(elix) Au[g(ustus) p(ater)] / patr[iae proco(n)s(ul)] / cons(ul) [","Pius Felix Augustus pater patriae proconsul consul",NA,30.3273975,35.4464006,"lapis"
"503","EDCS-31400544","Arabia","Petra",230,230,"miliaria","tituli sacri",NA,"Imp(erator) Caes(ar) / [M(arcus)] A[ur(elius) Severus] / Alexander Pius / Felix Aug(ustus) / [divi Se]veri nep(os) / [divi] Antonin[i] / Magni fortiss[imi] / filius co(n)s(ul) p(ater) p(atriae) p[ont(ifex)] / maxim(us) trib(unicia) po[t(estate)] / sub Caecilio [Felice] / leg(ato) Aug(usti) pr(o) [pr(aetore)","Imperator Caesar Marcus Aurelius Severus Alexander Pius Felix Augustus divi Severi nepos divi Antonini Magni fortissimi filius consul pater patriae pontifex maximus tribunicia potestate sub Caecilio Felice legato Augusti pro praetore",NA,30.3273975,35.4464006,"lapis"
"504","EDCS-31400545","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,NA,"GR",30.3273975,35.4464006,"lapis"
"505","EDCS-31400546","Arabia","Petra",111,111,"miliaria","tituli operum","tituli sacri","[Imp(erator) Cae]sar / [divi Nervae fil(ius) N]erva / [Traianus Aug(ustus) Ger]m(anicus) / [Dacicus pont(ifex) maxi]m(us) / [trib(unicia) pot(estate) XV imp(erator) VI co(n)s(ul) V] / [p(ater) pat(riae) redacta in forma]m / [provinciae Arabia viam] / [novam a finibus Syr]iae / [usque ad mare rubru]m / [aperuit et stravit] per / [C(aium) Claudium Severum] / [leg(atum) Aug(usti) pr(o) pr(aetore)","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore",NA,30.3273975,35.4464006,"lapis"
"506","EDCS-31400547","Arabia","Petra",111,111,"miliaria","tituli operum","tituli sacri","Imp(erator) Caes(ar) / divi Nervae f(ilius) Nerva / Traianus Aug(ustus) Germ(anicus) / Dacicus pont(ifex) max(imus) / trib(unicia) pot(estate) XV imp(erator) VI c[o(n)s(ul)] V / p(ater) p(atriae) redacta in [formam] / provincia(e) Arabia [viam] / novam [a finibus Syriae] / usque ad mare [rubrum] / aperuit et str[avit per] / C(aium) Claudium Sev[er]um / leg(atum) Aug(usti) pr(o) pr(aetore) / LIX","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore LIX",NA,30.3273975,35.4464006,"lapis"
"507","EDCS-31400548","Arabia","Petra",239,239,"miliaria",NA,NA,"Imp(eratori) Caes(ari) / M(arco) Antonio / Gordiano / Pio Fel(ici) Aug(usto) / per Dom(itium?) / Valerianum / leg(atum) eius pr(o) pr(aetore) / LIX","Imperatori Caesari Marco Antonio Gordiano Pio Felici Augusto per Domitium Valerianum legatum eius pro praetore LIX",NA,30.3273975,35.4464006,"lapis"
"508","EDCS-31400549","Arabia","Petra",162,162,"miliaria","tituli sacri",NA,"[Imp(erator)] Caesar / [M(arcus) Aur(elius)] Antoninus [Aug(ustus)] / [pontife]x max(imus) trib(unicia) / [potest(ate) XVI] co(n)s(ul) III et / [Imp(erator) C]aesar / [L(ucius) Aur(elius) Veru]s Aug(ustus) trib(unicia) [pot(estate) II co(n)s(ul) II] / divi Anto[nini filii] / [di]vi Hadriani [nepotes] / [divi Traiani Par]thici pr[onep(otes)] / [per] P(ublium) Iul(ium) Ge[minium] / [Marcianum leg(atum) Augg(ustorum)] / pr(o) [pr(aetore)","Imperator Caesar Marcus Aurelius Antoninus Augustus pontifex maximus tribunicia potestate XVI consul III et Imperator Caesar Lucius Aurelius Verus Augustus tribunicia potestate II consul II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes per Publium Iulium Geminium Marcianum legatum Auggustorum pro praetore",NA,30.3273975,35.4464006,"lapis"
"509","EDCS-31400550","Arabia","Petra",235,235,"miliaria",NA,NA,"Imp(erator) Caesar / Iulius Verus / Maximinus / Pius Felix Aug(ustus) / per / [Simonium] Iulian[um] / leg(atum) eius pr(o) pr(aetore) [","Imperator Caesar Iulius Verus Maximinus Pius Felix Augustus per Simonium Iulianum legatum eius pro praetore",NA,30.3273975,35.4464006,"lapis"
"510","EDCS-31400551","Arabia","Petra",305,306,"miliaria",NA,NA,"[Impp(eratoribus) Caess(aribus) C(aio)] Aur(elio) Val(erio) / Diocletiano et M(arco) A[ur(elio)] / Val(erio) Maxi[miano] / patribus Augg(ustorum) et Im[p(eratori)] / Caes(ari) Fl(avio) Val(erio) Constant[io] / P(io) F(elici) I(nvicto) Aug(usto) et Imp(eratori) Caes(ari) / Galerio Val(erio) / Maximiano P(io) F(elici) I(nvicto) Aug(usto)","Impperatoribus Caessaribus Caio Aurelio Valerio Diocletiano et Marco Aurelio Valerio Maximiano patribus Auggustorum et Imperatori Caesari Flavio Valerio Constantio Pio Felici Invicto Augusto et Imperatori Caesari Galerio Valerio Maximiano Pio Felici Invicto Augusto",NA,30.3273975,35.4464006,"lapis"
"511","EDCS-73600229","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"512","EDCS-73600230","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"513","EDCS-73600231","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"514","EDCS-73600232","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"515","EDCS-73600233","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"516","EDCS-73600234","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"517","EDCS-73600235","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"518","EDCS-73600236","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"519","EDCS-73600237","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"520","EDCS-73600238","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"521","EDCS-73600239","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"522","EDCS-73600240","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"523","EDCS-73600241","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"524","EDCS-73600242","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"525","EDCS-73600243","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"526","EDCS-73600244","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"527","EDCS-73600245","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"528","EDCS-73600246","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"529","EDCS-73600247","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"530","EDCS-73600248","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"531","EDCS-73600249","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"532","EDCS-73600250","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"533","EDCS-73600251","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"534","EDCS-73600252","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"535","EDCS-73600253","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"536","EDCS-73600254","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"537","EDCS-73600255","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"538","EDCS-73600256","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"539","EDCS-73600257","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"540","EDCS-73600258","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"541","EDCS-73600259","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"542","EDCS-73600260","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"543","EDCS-73600261","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"544","EDCS-73600262","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"545","EDCS-73600263","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"546","EDCS-73600264","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"547","EDCS-73600265","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"548","EDCS-73600266","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"549","EDCS-73600267","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"550","EDCS-73600268","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"551","EDCS-73600269","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"552","EDCS-73600270","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"553","EDCS-73600271","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"554","EDCS-73600272","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"555","EDCS-73600273","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"556","EDCS-73600274","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"557","EDCS-73600275","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"558","EDCS-73600276","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"559","EDCS-73600277","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"560","EDCS-73600278","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"561","EDCS-73600279","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"562","EDCS-73600280","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"563","EDCS-73600281","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"564","EDCS-73600282","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"565","EDCS-73600291","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"566","EDCS-73600292","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"567","EDCS-73600293","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"568","EDCS-73600294","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"569","EDCS-73600295","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"570","EDCS-73600296","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"571","EDCS-73600297","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"572","EDCS-73600298","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"573","EDCS-73600299","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"574","EDCS-73600300","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"575","EDCS-73600301","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"576","EDCS-73600302","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"577","EDCS-73600303","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
