"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"965","EDCS-64000146","Syria","Manara es-Sleiman",194,195,"miliaria",NA,NA,"Imp(erator) Cae(sar) / L(ucius) Septimius Se[ve]/rus Pertinax Aug(ustus) [pont(ifex)] / max(imus) trib(unicia) pot(estate) imp(erator) [IIII] / co(n)s(ul) II p(ater) p(atriae) vias et m[ilia]/ria per Manilium [Fuscum] / leg(atum) Aug(usti) pr(o) p(raetore) praes[idem] / provinciae Syriae [Phoenic]/es renovavit / m(ilia) p(assuum) VII // [Imperato]ribus L(ucio) Septimio Sev[ero] / [Pertin]aci Au[g]u[sto] A[ra]bico A/[diabe]n(ic)o [Par]th(i)co [max(imo)] p(ontifici) m(aximo) tri[b(unicia)] / [pot(estate) 3] co(n)s(uli) III (e)t [M(arco)] / [Aurelio A]ntonino filio eius / [et P(ublio) Sep]timi[o Getae] / [fil]io Bri(tannico) Auggg(ustis) [3] / [3]es[3] / [3]campos[3]nt[3] / [3]um I[3]m l[e]g(atum) / [Au]ggg(ustorum) pr(o) p[r(aetore)] //","Imperator Caesar Lucius Septimius Severus Pertinax Augustus pontifex maximus tribunicia potestate imperator IIII consul II pater patriae vias et miliaria per Manilium Fuscum legatum Augusti pro praetore praesidem provinciae Syriae Phoenices renovavit milia passuum VII Imperatoribus Lucio Septimio Severo Pertinaci Augusto Arabico Adiabenico Parthico maximo pontifici maximo tribunicia potestate consuli III et Marco Aurelio Antonino filio eius et Publio Septimio Getae filio Britannico Augggustis es campos nt um I m legatum Augggustorum pro praetore","GR",NA,NA,"lapis"
"966","EDCS-64000141","Syria","Manara et-Tabbe / Tebbeh",NA,NA,"miliaria",NA,NA,"] / m(ilia) p(assuum) II //","milia passuum II","GR",NA,NA,"lapis"
"967","EDCS-64000142","Syria","Manara et-Tabbe / Tebbeh",NA,NA,"miliaria","tituli operum",NA,"Syria]e / [Phoe]nices via[m et] / [miliaria ren]ovavit [per 3] / [3 leg(atum) Aug(usti) p]r(o) pr(aetore) p[r(aesidem) pr(ovinciae)]","Syriae Phoenices viam et miliaria renovavit per legatum Augusti pro praetore praesidem provinciae",NA,NA,NA,"lapis"
"968","EDCS-22300110","Syria","Maysarah, Khirbat al",193,211,"miliaria",NA,NA,"] Se[ptimius] S[e]/v[erus Pi]us / pont(ifex) m(aximus) / trib(unicia) potest(ate) / FTIT(?)","Septimius Severus Pius pontifex maximus tribunicia potestate FTIT",NA,34.8833333,36.6833333,"lapis"
"969","EDCS-73600016","Syria","Nahr el-Kabir",292,304,"miliaria",NA,NA,"[Imp(eratori) Caes(ari) Gai]o [A]ure[lio Valeri]o Diocl[et]ia[no Invicto] Aug(usto) et Imp(eratori) Ca[es(ari) Marco] Aurelio Valerio [Maxim]iano [Pio Felici Invicto Aug(usto) et Fla]vio Valerio [Constan]tio et Galerio [Valeri]o Maximiano [nob(ilissimis)] Caes(aribus)","Imperatori Caesari Gaio Aurelio Valerio Diocletiano Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobilissimis Caesaribus",NA,34.6332768,36.2078426,"lapis"
"970","EDCS-09401217","Syria","Qalaat al-Mudiq / Qala|at el-Medik / Qalaat al-Madiq / Qalaat al-Mudik / Qalaat el-Moudiq / Kal|at el-Mudik / Asarne / Afamiyah / Apamea / Apamea ad Orontem / Pella",72,72,"miliaria",NA,NA,"Imp(erator) / [Cae]sar Vespa[sianus] / [Aug(ustus)] pontifex [maxi]m(us) / [trib]unicia po[testa]te / [quar]tum imp[erat]or / [non]um pater [patr]iae / [co]nsu[l II]II","Imperator Caesar Vespasianus Augustus pontifex maximus tribunicia potestate quartum imperator nonum pater patriae consul IIII",NA,35.4146503,36.3911849,"lapis"
"971","EDCS-51500067","Syria","Qalaat al-Mudiq / Qala|at el-Medik / Qalaat al-Madiq / Qalaat al-Mudik / Qalaat el-Moudiq / Kal|at el-Mudik / Asarne / Afamiyah / Apamea / Apamea ad Orontem / Pella",90,90,"miliaria","tituli sacri",NA,"Imp(eratore) / [Caes]are divi Vespa/sian[i f(ilio)] Domitiano Aug(usto) / Ger[ma]nico pontif(ice) maxi/mo [tribu]nicia potestate IX / imp(eratore) X[XI co(n)s(ule)] XV censore per/petuo patre patriae / pe[r A(ulo)] La[p]pio Maximo / [le]g(ato) Au[g(usti)] pr(o) [p]r(aetore) / I","Imperatore Caesare divi Vespasiani filio Domitiano Augusto Germanico pontifice maximo tribunicia potestate IX imperatore XXI consule XV censore perpetuo patre patriae per Aulo Lappio Maximo legato Augusti pro praetore I",NA,35.4146503,36.3911849,"lapis"
"972","EDCS-09401218","Syria","Qalaat al-Mudiq / Qala|at el-Medik / Qalaat al-Madiq / Qalaat al-Mudik / Qalaat el-Moudiq / Kal|at el-Mudik / Asarne / Afamiyah / Apamea / Apamea ad Orontem / Pella",76,76,"miliaria",NA,NA,"Imp(erator) / Vespasianus Caesar / Augustus pontif(ex) max(imus) / trib(unicia) pot(estate) VIII imp(erator) XVI p(ater) p(atriae) / co(n)s(ul) VII censor / Imp(erator) / Titus Caesar Aug(usti) f(ilius) pontif(ex) / max(imus) trib(unicia) pot(estate) IIII imp(erator) VIII / co(n)s(ul) V censor / Domitianus Caesar Aug(usti) / f(ilius) co(n)s(ul) III per / M(arcum) Ulpium Traianum leg(atum) / Aug(usti) pro pr(aetore) [[3]] / [[6]]","Imperator Vespasianus Caesar Augustus pontifex maximus tribunicia potestate VIII imperator XVI pater patriae consul VII censor Imperator Titus Caesar Augusti filius pontifex maximus tribunicia potestate IIII imperator VIII consul V censor Domitianus Caesar Augusti filius consul III per Marcum Ulpium Traianum legatum Augusti pro praetore",NA,35.4146503,36.3911849,"lapis"
"973","EDCS-17700649","Syria","Qalaat al-Mudiq / Qala|at el-Medik / Qalaat al-Madiq / Qalaat al-Mudik / Qalaat el-Moudiq / Kal|at el-Mudik / Asarne / Afamiyah / Apamea / Apamea ad Orontem / Pella",193,211,"miliaria","tituli sacri",NA,"[Imp(erator)] / [Caesar divi Marci An]/[to]n[ini Pii Germani]/ci Sarma[tici filius] / divi Com[modi fra]/ter divi [Antonini Pii] / nepos [divi Hadriani] / [pronepos divi Traiani] / [Parthici divi Ner]/[vae abnepos Lucius] / [Septimius Severus","Imperator Caesar divi Marci Antonini Pii Germanici Sarmatici filius divi Commodi frater divi Antonini Pii nepos divi Hadriani pronepos divi Traiani Parthici divi Nervae abnepos Lucius Septimius Severus",NA,35.4146503,36.3911849,"lapis"
"974","EDCS-17200041","Syria","Qalaat al-Mudiq / Qala|at el-Medik / Qalaat al-Madiq / Qalaat al-Mudik / Qalaat el-Moudiq / Kal|at el-Mudik / Asarne / Afamiyah / Apamea / Apamea ad Orontem / Pella",195,195,"miliaria","tituli sacri",NA,"[Imp(erator) Caes(ar)] / [divi M(arci) Antonini Pii] / [nepos div]i Ha[driani] / [pro]nepos divi [Traiani] / [Parth(ici)] abnepos [divi Ner]/[vae adn]epos [L(ucius) Septi]/[mius Seve]rus Piu[s Per]/[tinax Aug(ustus)] pos[uit per] / [","Imperator Caesar divi Marci Antonini Pii nepos divi Hadriani pronepos divi Traiani Parthici abnepos divi Nervae adnepos Lucius Septimius Severus Pius Pertinax Augustus posuit per",NA,35.4146503,36.3911849,"lapis"
"975","EDCS-22300109","Syria","Rachana / Ar Rayhanah",270,271,"miliaria",NA,NA,"[Im]per(atori) [C]a[es(ari) L(ucio) Iuli]o Au[relio Septimio Vaballatho At]henodo[r]o [Persic]o [maximo Adiabenico maximo Pi]o [Felici Invicto Aug(usto)","Imperatori Caesari Lucio Iulio Aurelio Septimio Vaballatho Athenodoro Persico maximo Adiabenico maximo Pio Felici Invicto Augusto",NA,34.2152032,35.6739655,"lapis"
"976","EDCS-17700288","Syria","Sa Adna Il",317,324,"miliaria",NA,NA,"Imp(eratoribus) C(aesaribus) / [F]l(avio) Val(erio) Constantino / Val(erio) Liciniano Licinio / Aug(ustis) / et Fl(avio) Val(erio) Crispo et / Val(erio) Constantino / et Fl(avio) Claudio C[onstantino no]/b(ilissimis) [Caes(aribus)]","Imperatoribus Caesaribus Flavio Valerio Constantino Valerio Liciniano Licinio Augustis et Flavio Valerio Crispo et Valerio Constantino et Flavio Claudio Constantino nobilissimis Caesaribus",NA,NA,NA,"lapis"
"977","EDCS-16100391","Syria","Sa|na / S|aana / Sountha",293,305,"miliaria",NA,NA,"Strata / Diocletiani / Maximiani / Augg(ustorum) / Constantin{n}i / Maximiani / m(ilia) XCIIII","Strata Diocletiani Maximiani Auggustorum Constantini Maximiani milia XCIIII",NA,32.6908017,36.841622,"lapis"
"978","EDCS-22300034","Syria","Saida / Sayda / Bustan el-Sheikh / Bostan esh-Sheikh / Sidon",333,337,"miliaria",NA,NA,"DDDDD(ominis) nnnnn(ostris) / Fl(avius) Val(erius) Constantin(us) Maxim(us) / [victo]r a[c] t[riumphator] / [sempe]r Au(gustus) DPIN[3] / [3]AMP[3] / [3] Pii [","DDDDDominis nnnnnostris Flavius Valerius Constantinus Maximus victor ac triumphator semper Augustus DPIN AMP Pii",NA,33.5618345,35.3780338,"lapis"
"979","EDCS-22300035","Syria","Saida / Sayda / Bustan el-Sheikh / Bostan esh-Sheikh / Sidon",198,198,"miliaria","tituli operum",NA,"Imperatore[s] / Caesares / L(ucius) Septimius Se/verus Pius Pert/inax Aug(ustus) Ara/bicus Adiabenic[u]s / Parthicus maxi/mus tribuniciae / potes(tatis) VI imp(erator) XI c[o](n)s(ul) II / proc[o](n)s(ul) p(ater) p(atriae) / et M(arcus) Aurel(ius) Ant[o]ni/nus Aug(ustus) filius eius / vias et miliaria per Q(uintum) Venidium Rufum / leg(atum) Augg(ustorum) pr(o) pr(aetore) prae/sidem provinc(iae) Syriae Phoenic(es) ren[o]vaverunt / II /","Imperatores Caesares Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus tribuniciae potestatis VI imperator XI consul II proconsul pater patriae et Marcus Aurelius Antoninus Augustus filius eius vias et miliaria per Quintum Venidium Rufum legatum Auggustorum pro praetore praesidem provinciae Syriae Phoenices renovaverunt II","GR",33.5618345,35.3780338,"lapis"
"980","EDCS-22300036","Syria","Saida / Sayda / Bustan el-Sheikh / Bostan esh-Sheikh / Sidon",198,198,"miliaria","tituli operum",NA,"Imperatore[s] / Caesares / L(ucius) Septimius Se/verus Pius Pert/inax Aug(ustus) Ara/bicus Adiabenic[u]s / Parthicus maxi/mus tribuniciae / potes(tate) VI imp(erator) XI c[o](n)s(ul) II / proc[o](n)s(ul) p(ater) p(atriae) / et M(arcus) Aurel(ius) Ant[o]ni/nus Aug(ustus) filius eius / vias et miliaria fr[3] Q(uintum) Venidium Ru/fum leg(atum) Augg(ustorum) L[3] praesidem provinc(iae) Syriae Phoenic(es) ren[o]vaverunt / I","Imperatores Caesares Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus tribuniciae potestate VI imperator XI consul II proconsul pater patriae et Marcus Aurelius Antoninus Augustus filius eius vias et miliaria fr Quintum Venidium Rufum legatum Auggustorum L praesidem provinciae Syriae Phoenices renovaverunt I",NA,33.5618345,35.3780338,"lapis"
"981","EDCS-22300037","Syria","Saida / Sayda / Bustan el-Sheikh / Bostan esh-Sheikh / Sidon",198,198,"miliaria","tituli operum",NA,"[Imperatores] / [Caesares] / L(ucius) Septim(ius) [Severus] / Pius P[ertinax Aug(ustus)] / Arabicus A[diabenicus] / Parthicus m(aximus) / [tri]buniciae p[otestatis] VI imp(erator) XI / co(n)s(ul) II proco(n)s(ul) p(ater) p(atriae) / et M(arcus) Aurel(ius) [Antonin(us) Aug(ustus)] / filius eius / [vias et miliaria] / per Q(uintum) Ve[nidium Rufum] leg(atum) Augg(ustorum) / pr(o) pr(aetore) praef(ectum) p[rovinciae] Syriae Phoe[nices renovaverunt] / III //","Imperatores Caesares Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus tribuniciae potestatis VI imperator XI consul II proconsul pater patriae et Marcus Aurelius Antoninus Augustus filius eius vias et miliaria per Quintum Venidium Rufum legatum Auggustorum pro praetore praefectum provinciae Syriae Phoenices renovaverunt III","GR",33.5618345,35.3780338,"lapis"
"982","EDCS-22300038","Syria","Saida / Sayda / Bustan el-Sheikh / Bostan esh-Sheikh / Sidon",198,198,"miliaria","tituli operum",NA,"Imperatores / Caesares / L(ucius) Septimius Se/verus Pius Per/tinax Aug(ustus) Ara/bicus Adiabeni/cus Parthicus / maximus tribun/iciae potes(tatis) VI / imp(erator) XI c[o](n)s(ul) II proc[o](n)s(ul) p(ater) p(atriae) / et M(arcus) Aurel(ius) Ant[o]ni/nus Aug(ustus) filius eius / vias et miliaria / [per] Q(uintum) Venidium / [Ru]fum leg(atum) Augg(ustorum) / pr(o) pr(aetore) praesidem / provinc(iae) Syriae Phoe/nic(es) renovaverunt","Imperatores Caesares Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus tribuniciae potestatis VI imperator XI consul II proconsul pater patriae et Marcus Aurelius Antoninus Augustus filius eius vias et miliaria per Quintum Venidium Rufum legatum Auggustorum pro praetore praesidem provinciae Syriae Phoenices renovaverunt",NA,33.5618345,35.3780338,"lapis"
"983","EDCS-22300039","Syria","Saida / Sayda / Bustan el-Sheikh / Bostan esh-Sheikh / Sidon",198,198,"miliaria","tituli operum",NA,"[Imperatores] / [Caes]ares / L(ucius) [Septimius Se]/v[erus Pius Per]/t[inax] [Aug(ustus) Ara]/bicus [Adiabenicus] / Pa[r]th[icus maxi]/mus [tribunic]iae / pote[statis VI imp(erator)] XI / [c]o(n)[s(ul) II] / [proc]o(n)[s(ul) p(ater) p(atriae)] / [et M(arcus) Aurel(ius) Ant]o[ninus] / [Aug(ustus) filius ei]us vias et / [miliari]a [per] / [Q(uintum) V]enidium Rufum / [leg(atum) Au]gg[ustorum] pr(o) pr(aetore) prae/[sid]em provinc(iae) Syriae / [Ph]oenic(es) renova/verunt","Imperatores Caesares Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus tribuniciae potestatis VI imperator XI consul II proconsul pater patriae et Marcus Aurelius Antoninus Augustus filius eius vias et miliaria per Quintum Venidium Rufum legatum Auggustorum pro praetore praesidem provinciae Syriae Phoenices renovaverunt",NA,33.5618345,35.3780338,"lapis"
"984","EDCS-73600005","Syria","Saida / Sayda / Bustan el-Sheikh / Bostan esh-Sheikh / Sidon",NA,NA,"miliaria",NA,NA,"?","",NA,33.5618345,35.3780338,"lapis"
"985","EDCS-73600036","Syria","Salchad",317,317,"miliaria",NA,NA,"D(ominis) n(ostris) Constantino et Licinio [Aeternis(?)] A[ug(ustis) 3]cri[3]po[3] et Licinio et Constan[tino] nob(ilissimis) Ca[e]s(aribus) [","Dominis nostris Constantino et Licinio Aeternis Augustis cri po et Licinio et Constantino nobilissimis Caesaribus",NA,32.4915361,36.7115643,"lapis"
"986","EDCS-73600037","Syria","Salchad",NA,305,"miliaria",NA,NA,"to 306;   b:  305 to 306         

 
 
[D(ominis) n(ostris) Diol]etiano et [M]aximiano pat(ribus?) [Aug(ustis)] et Constantio et Maxima[no] et Se[vero] et Maximino [nob(obilissimis) Caes(aribus)] // ] Constanio et Maximiano Aug(ustis) et Severo et Maximino nob(illissimis) Caes(aribus)","Dominis nostris Dioletiano et Maximiano patribus Augustis et Constantio et Maximano et Severo et Maximino nobobilissimis Caesaribus Constanio et Maximiano Augustis et Severo et Maximino nobillissimis Caesaribus",NA,32.4915361,36.7115643,"lapis"
"987","EDCS-73600038","Syria","Salchad",NA,292,"miliaria",NA,NA,"to 305;   b:  317 to 317         

 
 
D(omino) n(ostro) per(petuo) nob(ilissimo) Caes(ari) G(aio!) Au[r(elio)] Valerio Diocletiano P(io) F(elici) Invi(c)to Aug(usto) et I[mp(eratori) Ca]es(ari) M(arco) [Au]r(elio) Valer(io) Maximiano [P(io)] F(elici) I[nv]i(c)(to) Aug(usto) et Fl(avio) a(le)[r(io) Constantio et Gal(erio) Valerio Maximiano nob(ilissimis) Caes(aribus)] // D(ominis) n(ostris) Constantino et Licin{n}io [3] Aug(ustis) [","Domino nostro perpetuo nobilissimo Caesari Gaio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio alerio Constantio et Galerio Valerio Maximiano nobilissimis Caesaribus Dominis nostris Constantino et Licinio Augustis",NA,32.4915361,36.7115643,"lapis"
"988","EDCS-73600039","Syria","Salchad",292,305,"miliaria",NA,NA,"D(ominis) n(ostris) Caes(aribus) Diocletiano et Maximiano Aug(ustis) et Constanti[o] et [Ma]x[imi]a[no nob(ilissimis) Caes(aribus)]","Dominis nostris Caesaribus Diocletiano et Maximiano Augustis et Constantio et Maximiano nobilissimis Caesaribus",NA,32.4915361,36.7115643,"lapis"
"989","EDCS-17300006","Syria","Seih Neggar",197,197,"miliaria","tituli sacri",NA,"Imperato<r=P>i<b=R>us(!) Caesa[res] / divi Marci Antoni[ni] / Ge(r)manici Sarmatici [f]ili[us] / divi Commodi [f]rater divi / Antonini Pii n[epos divi Hadri]/ani pronepos di[vi Trai]/[an]i abnepos d[ivi Nervae adnepos","Imperatoribus Caesares divi Marci Antonini Germanici Sarmatici filius divi Commodi frater divi Antonini Pii nepos divi Hadriani pronepos divi Traiani abnepos divi Nervae adnepos",NA,NA,NA,"lapis"
"990","EDCS-76300006","Syria","Shuqayyif / Shoqayf",293,395,"miliaria",NA,NA,"Diocletiano 3 Maximiano 3] / Aug(ustis) e[t] / Fl(avio) Va[l(erio) Constan]/tio no[bili]s/sim(o) Caes[a(ri) et C(aio)] / Aur(elio) Gal(erio)[Ma]x[imi]/ano [nobilissi]/[m]o [C]a[esari(?)] / mil(ia) p(assuum) [3]","Diocletiano Maximiano Augustis et Flavio Valerio Constantio nobilissimo Caesari et Caio Aurelio GalerioMaximiano nobilissimo Caesari milia passuum",NA,36.257222,37.166667,"lapis"
"991","EDCS-76300007","Syria","Shuqayyif / Shoqayf",251,253,"miliaria",NA,NA,"Imp(eratori) C/[a]esa/ri Cai/o Vibio / Trebon/ian[o] / [G]allo / [P]io [F]el/ic[i] Aug(usto) / V","Imperatori Caesari Caio Vibio Treboniano Gallo Pio Felici Augusto V",NA,36.257222,37.166667,"lapis"
"992","EDCS-16000070","Syria","Sour / Sur / Tyrus",270,275,"miliaria",NA,NA,"D(omino) n(ostro) Imp(eratori) Caesa[ri] / Lucio Domitio / Au[reliano] Pio / Fe[lici Invic]to / Au[gusto po]nti/[fici ma]xim[o] / [A]rabico maxi[mo] / Persico maximo / imperatori {H}O/rientis a Tyro / metropoli / Paneam / E","Domino nostro Imperatori Caesari Lucio Domitio Aureliano Pio Felici Invicto Augusto pontifici maximo Arabico maximo Persico maximo imperatori Orientis a Tyro metropoli Paneam E",NA,33.2721211,35.1964023,"lapis"
"993","EDCS-44200336","Syria","Sour / Sur / Tyrus",244,249,"miliaria",NA,NA,"D(ominus) n(oster) Imp(erator) Caes(ar) / M(arcus) Iul(ius) / Philippus / Pius Fel(ix) / Aug(ustus) / (!) Sept(imia) colonia Ty[ro] / metrop[ol]i / [mille pa]ssus","Dominus noster Imperator Caesar Marcus Iulius Philippus Pius Felix Augustus Septimia colonia Tyro metropoli mille passus",NA,33.2721211,35.1964023,"lapis"
"994","EDCS-34000779","Syria","Sour / Sur / Tyrus",305,306,"miliaria",NA,NA,"DD(ominis) nn(ostris) Impp(eratoribus) Caess(aribus) / [M(arco) Fl(avio) Va]l(erio) Constantino / [et C(aio) G]al(erio) [V]al(erio) Maximiano / PP(iis) FF(elicibus) [In]vict[is] Augg(ustis) / [Gal(erio) Val(erio) Maxim]ino / [et Fl(avio) Val(erio) Severo] Caess(aribus)","DDominis nnostris Impperatoribus Caessaribus Marco Flavio Valerio Constantino et Caio Galerio Valerio Maximiano PPiis FFelicibus Invictis Auggustis Galerio Valerio Maximino et Flavio Valerio Severo Caessaribus",NA,33.2721211,35.1964023,"lapis"
"995","EDCS-34000778","Syria","Sour / Sur / Tyrus",NA,NA,"miliaria",NA,NA,"]etia[3] / [3]nto[3] / [3]uma[","etia nto uma",NA,33.2721211,35.1964023,"lapis"
"996","EDCS-31800324","Syria","Suf",112,112,"miliaria","tituli sacri",NA,"IIII / Imp(erator) Caesar / divi Nervae f(ilius) / Nerva Traianus / Aug(ustus) Germ(anicus) Dac(icus) / pontif(ex) max(imus) / trib(unicia) potest(ate) / XVI imp(erator) VI co(n)s(ul) VI / p(ater) p(atriae) / refecit per / C(aium) Claudium / Severum / leg(atum) Aug(usti) pr(o) pr(aetore)","IIII Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVI imperator VI consul VI pater patriae refecit per Caium Claudium Severum legatum Augusti pro praetore",NA,NA,NA,"lapis"
"997","EDCS-31800325","Syria","Suf",194,194,"miliaria",NA,NA,"[Im]p(erator) Caesar / [L(ucius) Sept]imiu[s Se]/[ve]rus Pertinax / [Aug(ustus)] p(ater) p(atriae) trib(unicia) pot(estate) II / [imp(erator)] IIII co(n)s(ul) II per / [Ael(ium)] Sever[ian]um / Maximum leg(atum) / Aug(usti) pr(o) pr(aetore) //","Imperator Caesar Lucius Septimius Severus Pertinax Augustus pater patriae tribunicia potestate II imperator IIII consul II per Aelium Severianum Maximum legatum Augusti pro praetore","GR",NA,NA,"lapis"
"998","EDCS-31800326","Syria","Suf",112,112,"miliaria","tituli sacri",NA,"VI / Imp(erator) Caesar / divi Nervae f(ilius) / Nerva Traianus / Aug(ustus) Germ(anicus) Dac(icus) / pontif(ex) max(imus) / trib(unicia) potest(ate) / XVI imp(erator) VI co(n)s(ul) VI / p(ater) p(atriae) / refecit per / C(aium) Claudium / Severum / leg(atum) Aug(usti) pr(o) pr(aetore)","VI Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVI imperator VI consul VI pater patriae refecit per Caium Claudium Severum legatum Augusti pro praetore",NA,NA,NA,"lapis"
"999","EDCS-31800327","Syria","Suf",112,112,"miliaria","tituli sacri",NA,"VII / Imp(erator) Caesar / divi Nervae f(ilius) / Nerva Traianus / Aug(ustus) Germ(anicus) Dac(icus) / pontif(ex) max(imus) / trib(unicia) potest(ate) / XVI imp(erator) VI co(n)s(ul) VI / p(ater) p(atriae) / refecit per / C(aium) Claudium / Severum / leg(atum) Aug(usti) pr(o) pr(aetore)","VII Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVI imperator VI consul VI pater patriae refecit per Caium Claudium Severum legatum Augusti pro praetore",NA,NA,NA,"lapis"
"1000","EDCS-31800328","Syria","Suf",180,192,"miliaria",NA,NA,"] / Aure[lio Commodo Antonino] / Pio Felici [Augusto] / pontif[ici maximo] / [ //","Aurelio Commodo Antonino Pio Felici Augusto pontifici maximo","GR",NA,NA,"lapis"
"1001","EDCS-31800329","Syria","Suf",219,219,"miliaria","tituli sacri",NA,"[Imp(erator) Caes(ar) di]vi / [Anton]ini Pii / [Magni] filius / divi Severi nepos / M(arcus) Aurelius / [[An[toninu]s]] Pius / Felix Aug(ustus) pontifex / maximus trib(unicia) / pot(estate) co(n)s(ul) p(ater) p(atriae) proco(n)s(ul) / per Fl(avium) Iulianum / leg(atum) eius et pr(o) pr(aetore) / VI //","Imperator Caesar divi Antonini Pii Magni filius divi Severi nepos Marcus Aurelius Antoninus Pius Felix Augustus pontifex maximus tribunicia potestate consul pater patriae proconsul per Flavium Iulianum legatum eius et pro praetore VI","GR",NA,NA,"lapis"
